Data Source,Language,Seed,Person ID/Name,Class,Image ID,Image File
BHSig260,Hindi,456,person_43,true,12,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/true/BHSig260_Hindi_person_43_true_12.png
BHSig260,Hindi,456,person_43,true,16,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/true/BHSig260_Hindi_person_43_true_16.png
BHSig260,Hindi,456,person_43,true,18,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/true/BHSig260_Hindi_person_43_true_18.png
BHSig260,Hindi,456,person_43,true,14,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/true/BHSig260_Hindi_person_43_true_14.png
BHSig260,Hindi,456,person_43,true,05,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/true/BHSig260_Hindi_person_43_true_05.png
BHSig260,Hindi,456,person_43,true,08,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/true/BHSig260_Hindi_person_43_true_08.png
BHSig260,Hindi,456,person_43,true,07,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/true/BHSig260_Hindi_person_43_true_07.png
BHSig260,Hindi,456,person_43,true,11,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/true/BHSig260_Hindi_person_43_true_11.png
BHSig260,Hindi,456,person_43,true,15,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/true/BHSig260_Hindi_person_43_true_15.png
BHSig260,Hindi,456,person_43,true,02,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/true/BHSig260_Hindi_person_43_true_02.png
BHSig260,Hindi,456,person_43,true,23,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/true/BHSig260_Hindi_person_43_true_23.png
BHSig260,Hindi,456,person_43,true,06,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/true/BHSig260_Hindi_person_43_true_06.png
BHSig260,Hindi,456,person_43,true,04,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/true/BHSig260_Hindi_person_43_true_04.png
BHSig260,Hindi,456,person_43,true,19,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/true/BHSig260_Hindi_person_43_true_19.png
BHSig260,Hindi,456,person_43,true,20,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/true/BHSig260_Hindi_person_43_true_20.png
BHSig260,Hindi,456,person_43,true,24,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/true/BHSig260_Hindi_person_43_true_24.png
BHSig260,Hindi,456,person_43,true,22,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/true/BHSig260_Hindi_person_43_true_22.png
BHSig260,Hindi,456,person_43,true,10,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/true/BHSig260_Hindi_person_43_true_10.png
BHSig260,Hindi,456,person_43,true,09,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/true/BHSig260_Hindi_person_43_true_09.png
BHSig260,Hindi,456,person_43,true,03,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/true/BHSig260_Hindi_person_43_true_03.png
BHSig260,Hindi,456,person_43,true,13,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/true/BHSig260_Hindi_person_43_true_13.png
BHSig260,Hindi,456,person_43,true,21,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/true/BHSig260_Hindi_person_43_true_21.png
BHSig260,Hindi,456,person_43,true,01,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/true/BHSig260_Hindi_person_43_true_01.png
BHSig260,Hindi,456,person_43,true,17,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/true/BHSig260_Hindi_person_43_true_17.png
BHSig260,Hindi,456,person_43,forge,16,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/forge/BHSig260_Hindi_person_43_forge_16.png
BHSig260,Hindi,456,person_43,forge,21,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/forge/BHSig260_Hindi_person_43_forge_21.png
BHSig260,Hindi,456,person_43,forge,27,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/forge/BHSig260_Hindi_person_43_forge_27.png
BHSig260,Hindi,456,person_43,forge,26,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/forge/BHSig260_Hindi_person_43_forge_26.png
BHSig260,Hindi,456,person_43,forge,03,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/forge/BHSig260_Hindi_person_43_forge_03.png
BHSig260,Hindi,456,person_43,forge,25,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/forge/BHSig260_Hindi_person_43_forge_25.png
BHSig260,Hindi,456,person_43,forge,28,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/forge/BHSig260_Hindi_person_43_forge_28.png
BHSig260,Hindi,456,person_43,forge,07,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/forge/BHSig260_Hindi_person_43_forge_07.png
BHSig260,Hindi,456,person_43,forge,20,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/forge/BHSig260_Hindi_person_43_forge_20.png
BHSig260,Hindi,456,person_43,forge,12,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/forge/BHSig260_Hindi_person_43_forge_12.png
BHSig260,Hindi,456,person_43,forge,13,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/forge/BHSig260_Hindi_person_43_forge_13.png
BHSig260,Hindi,456,person_43,forge,29,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/forge/BHSig260_Hindi_person_43_forge_29.png
BHSig260,Hindi,456,person_43,forge,22,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/forge/BHSig260_Hindi_person_43_forge_22.png
BHSig260,Hindi,456,person_43,forge,19,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/forge/BHSig260_Hindi_person_43_forge_19.png
BHSig260,Hindi,456,person_43,forge,02,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/forge/BHSig260_Hindi_person_43_forge_02.png
BHSig260,Hindi,456,person_43,forge,08,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/forge/BHSig260_Hindi_person_43_forge_08.png
BHSig260,Hindi,456,person_43,forge,05,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/forge/BHSig260_Hindi_person_43_forge_05.png
BHSig260,Hindi,456,person_43,forge,06,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/forge/BHSig260_Hindi_person_43_forge_06.png
BHSig260,Hindi,456,person_43,forge,18,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/forge/BHSig260_Hindi_person_43_forge_18.png
BHSig260,Hindi,456,person_43,forge,10,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/forge/BHSig260_Hindi_person_43_forge_10.png
BHSig260,Hindi,456,person_43,forge,23,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/forge/BHSig260_Hindi_person_43_forge_23.png
BHSig260,Hindi,456,person_43,forge,09,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/forge/BHSig260_Hindi_person_43_forge_09.png
BHSig260,Hindi,456,person_43,forge,11,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/forge/BHSig260_Hindi_person_43_forge_11.png
BHSig260,Hindi,456,person_43,forge,04,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_43/forge/BHSig260_Hindi_person_43_forge_04.png
BHSig260,Hindi,456,person_26,true,22,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_26/true/BHSig260_Hindi_person_26_true_22.png
BHSig260,Hindi,456,person_26,true,09,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_26/true/BHSig260_Hindi_person_26_true_09.png
BHSig260,Hindi,456,person_26,true,21,./sample_data/BHSig260_Dataset_Hindi/seed_456/person_26/true/BHSig260_Hindi_person_26_true_21.png
